Hours,Minutes,Seconds,Declination,Sign
16,29,48.1621,-19.5271549,Ophiuchus
16,29,45.1752,-18.5272255,Ophiuchus
16,23,14.5633,-18.5452347,Ophiuchus
16,22,45.8889,-8.2958899,Ophiuchus
16,1,44.9469,-8.3523235,Ophiuchus
16,1,32.8689,-3.602587,Ophiuchus
16,22,33.2133,-3.54618,Ophiuchus
22,51,23.931,0.6622211,Pisces
22,51,22.1321,2.6622071,Pisces
22,51,17.1399,8.1621685,Pisces
23,56,23.5281,8.195797,Pisces
23,56,23.3085,10.695797,Pisces
0,6,24.6553,10.6960354,Pisces
0,6,24.7619,13.1960354,Pisces
0,14,56.1883,13.1951942,Pisces
0,14,57.5811,21.6951923,Pisces
0,57,39.5557,21.6766376,Pisces
0,57,41.7755,24.4266243,Pisces
0,49,39.2379,24.4319324,Pisces
0,49,46.3353,33.6818962,Pisces
1,31,35.3823,33.6453705,Pisces
1,31,27.9408,28.6454391,Pisces
1,47,3.5304,28.6262817,Pisces
1,46,58.7219,25.6263351,Pisces
1,46,37.3761,10.5432396,Pisces
2,6,39.6594,10.5143948,Pisces
2,6,27.6639,2.5978806,Pisces
0,26,24.909,2.6925383,Pisces
0,26,24.3189,0.6925398,Pisces
0,26,22.2486,-6.3074551,Pisces
23,56,24.7917,-6.3042021,Pisces
23,56,24.5307,-3.3042023,Pisces
22,51,27.5289,-3.3377509,Pisces
18,58,58.5729,-11.866436,Sagittarius
18,59,10.4928,-15.8328123,Sagittarius
18,22,11.8863,-15.943572,Sagittarius
17,43,12.0457,-16.061882,Sagittarius
17,44,0.4405,-30.0606632,Sagittarius
17,58,0.6747,-30.0182076,Sagittarius
17,58,30.1113,-37.0174599,Sagittarius
19,18,23.1167,-36.7785645,Sagittarius
19,19,4.7136,-45.277565,Sagittarius
20,28,40.6308,-45.0900002,Sagittarius
20,27,35.5093,-27.5913391,Sagittarius
20,7,39.8327,-27.6419144,Sagittarius
20,6,54.3287,-11.6762342,Sagittarius
16,1,44.9469,-8.3523235,Scorpio
16,22,45.8889,-8.2958899,Scorpio
16,23,14.5633,-18.5452347,Scorpio
16,29,45.1752,-18.5272255,Scorpio
16,29,48.1621,-19.5271549,Scorpio
16,23,17.5161,-19.545166,Scorpio
16,23,33.9471,-24.8781185,Scorpio
16,52,37.3609,-24.7960968,Scorpio
16,52,56.4837,-30.2123089,Scorpio
17,44,0.4405,-30.0606632,Scorpio
17,58,0.6747,-30.0182076,Scorpio
17,58,30.1113,-37.0174599,Scorpio
17,59,14.2281,-45.516346,Scorpio
16,34,16.9497,-45.7670517,Scorpio
16,33,58.7466,-42.2674789,Scorpio
16,8,36.6735,-42.3366776,Scorpio
16,7,47.4477,-29.8377628,Scorpio
15,47,43.1952,-29.889616,Scorpio
15,47,15.1353,-20.3902016,Scorpio
16,2,17.2263,-20.3516178,Scorpio
3,23,20.8039,-1.3029516,Taurus
3,23,24.7161,0.4469725,Taurus
3,23,47.1387,10.3632069,Taurus
3,24,8.9363,19.4461136,Taurus
3,29,9.7494,19.4343338,Taurus
3,29,42.4003,31.1003609,Taurus
4,37,56.865,30.921875,Taurus
4,37,54.4293,30.2552605,Taurus
4,52,56.4823,30.2123089,Taurus
4,52,50.9941,28.7124405,Taurus
6,0,54.9367,28.509243,Taurus
6,0,53.0571,28.0092907,Taurus
6,0,34.569,22.8430862,Taurus
5,49,34.5105,22.8764725,Taurus
5,49,18.4757,18.0435486,Taurus
5,53,18.5201,18.0314159,Taurus
5,53,1.2887,12.5318508,Taurus
5,43,1.2137,12.5621548,Taurus
5,43,10.4751,15.5619202,Taurus
5,27,10.1358,15.6101446,Taurus
5,27,11.691,16.1101055,Taurus
5,5,10.8669,16.175499,Taurus
5,5,9.3423,15.6755352,Taurus
4,44,8.1669,15.7364635,Taurus
4,43,24.5665,0.2375014,Taurus
3,41,24.6973,0.4037257,Taurus
3,41,20.5397,-1.3461887,Taurus
11,37,24.1259,-0.6916979,Virgo
11,37,27.7651,10.3082914,Virgo
11,58,24.8963,10.3040485,Virgo
11,58,25.0885,13.3040485,Virgo
12,56,14.8866,13.3225126,Virgo
12,56,14.1759,14.3225088,Virgo
13,36,6.9433,14.3604937,Virgo
13,36,15.3237,7.3605771,Virgo
15,11,7.5567,7.525393,Virgo
15,11,24.7229,-0.4742887,Virgo
14,46,24.7422,-0.5269387,Virgo
14,46,40.1059,-8.5266848,Virgo
14,21,38.0415,-8.5731344,Virgo
14,22,3.1419,-22.5727749,Virgo
12,56,40.0488,-22.6773415,Virgo
12,56,31.9326,-11.6773882,Virgo
11,56,23.2224,-11.695797,Virgo
11,56,23.6655,-6.6957974,Virgo
11,37,22.1517,-6.6916924,Virgo
